LABELS
SEPARATOR TAB

DATA
20298_3_42	Alistipes shahii (0.053%)
P1164	Collinsella (0.002%)
P2967	Lachnospiraceae (0.687%)
P3261	Ruminococcus_B (1.608%)
P22	Escherichia (0.001%)
P281	Lentisphaeria (0.003%)
P2718	Anaerovoracaceae (0.092%)
P670	Parabacteroides (0.463%)
P2469	CAG-917 (0.005%)
P2835	Coprococcus (1.153%)
P1460	Eubacterium_D (0.115%)
P2273	DTU089 (0.037%)
P2356	Subdoligranulum (1.313%)
P1677	Enterococcus faecalis (0.0%)
P1002	Propionibacteriales (0.0%)
P655	Parabacteroides distasonis (0.308%)
P267	Desulfovibrio (0.051%)
P1350	Collinsella (0.004%)
P2380	Oscillospirales (0.034%)
P1983	CAG-83 (3.45%)
P795	Bacteroidaceae (0.019%)
P777	Marinifilaceae (0.14%)
P1031	Collinsella (0.017%)
P1012	Collinsella (0.004%)
P2485	4C28d-15 (0.024%)
P693	Porphyromonas (0.001%)
P2944	Eubacterium_G (0.217%)
P2640	Clostridium (0.066%)
P2286	Ruminococcus_D (0.632%)
P1712	Lactobacillus (0.0%)
P2163	DTU089 (0.282%)
P2693	Peptoniphilaceae (0.0%)
P874	Fusobacterium_B (0.005%)
P100	Providencia (0.0%)
P2556	CAG-269 (0.07%)
P403	Bacteroides (0.407%)
P2174	DTU089 (0.1%)
P983	Actinomyces_B (0.014%)
P2815	Anaerostipes hadrus (0.533%)
P3194	Coprococcus_B comes (0.614%)
P3060	Blautia_A (0.436%)
P436	Bacteroides fragilis (0.793%)
P2093	CAG-110 (0.228%)
P154	Burkholderiaceae (0.489%)
P1563	Bacilli (0.074%)
P3068	Blautia_A obeum (0.634%)
P882	Fusobacterium animalis (0.0%)
P3094	Blautia_A (0.069%)
P1886	Phascolarctobacterium (0.093%)
P3204	Dorea longicatena (0.782%)
P2703	Tissierellales (0.002%)
P426	Bacteroides (0.463%)
P1722	Pediococcus acidilactici (0.001%)
P2569	TANB77 (0.006%)
P455	Bacteroides stercoris (0.132%)
P3214	Dorea formicigenerans (0.311%)
P3104	Blautia_A (2.267%)
P634	Barnesiellaceae (0.082%)
P737	Rikenellaceae (0.457%)
P2067	Oscillospiraceae (0.26%)
P558	Bacteroidaceae (0.121%)
P1957	Dialister (0.019%)
P857	Saccharimonadaceae (0.007%)
P2340	Faecalibacterium (4.556%)
P755	RC9 (0.011%)
P389	Bacteroides (0.243%)
P1861	Paenibacillaceae (0.0%)
P1664	Enterococcus faecalis (0.001%)
P1428	Eggerthellaceae (0.526%)
P2803	Eubacterium_E hallii (0.178%)
P2888	Clostridium_M clostridioformis (0.039%)
P867	Fusobacterium_A (0.001%)
P2915	Clostridium_Q symbiosum (0.091%)
P1834	Bacillales (0.0%)
P2420	Clostridia (0.024%)
P1119	Collinsella (0.007%)
P77	Klebsiella_A (0.0%)
P1946	Megasphaeraceae (0.009%)
P3021	CAG-65 (0.646%)
P3045	Lachnospiraceae (0.267%)
P3304	CAG-239 (0.714%)
P973	Corynebacterium (0.0%)
P61	Klebsiella pneumoniae (0.0%)
P1651	Enterococcus_D (0.001%)
P840	Prevotella (0.005%)
P2442	CAG-727 (0.014%)
P2664	Clostridium_J (0.003%)
P364	Bacteroides_B (0.108%)
P724	Alistipes (11.474%)
P935	Bifidobacterium (0.002%)
P1533	Erysipelatoclostridiaceae (1.758%)
P1519	Erysipelatoclostridium (0.117%)
P528	Prevotella (0.01%)
P464	Bacteroides (1.94%)
P2505	CAG-138 (0.625%)
P1099	Collinsella (0.005%)
P1552	RFN20 (1.156%)
P375	Bacteroides_A (0.143%)
P1090	Collinsella (0.01%)
P2684	Helcococcaceae (0.002%)
P295	CAG-312 (0.05%)
P3130	Lachnospiraceae (1.127%)
P946	Bifidobacterium pseudocatenulatum (0.001%)
P3171	Lachnospiraceae (0.354%)
P2245	DTU089 (0.009%)
P479	Bacteroidaceae (0.144%)
P2529	CAG-74 (0.167%)
P2025	Oscillospiraceae (0.394%)
P349	Bacteroides_B vulgatus (0.063%)
P1633	UBA660 (0.007%)
P31	Escherichia coli (0.002%)
P2870	Lachnospira (0.834%)
P1792	Streptococcus (0.01%)
P2796	Lachnospiraceae (0.604%)
P2033	Oscillospiraceae (0.128%)
P711	Alistipes onderdonkii (0.203%)
P495	Bacteroides uniformis (1.176%)
P1749	Lactobacillus_C (0.0%)
P2288	Ruminococcus_D (0.637%)
P1912	Selenomonadales (0.006%)
P1279	Collinsella (0.008%)
P2208	DTU089 (0.089%)
P1768	Lactobacillaceae (0.001%)
P1597	UBA660 (0.064%)
P1922	Veillonella (0.011%)
P2127	Butyricicoccaceae (0.403%)
P3271	Ruminococcus_B torques (0.081%)
P1394	Atopobiaceae (0.006%)
P1488	Holdemanella (4.997%)
P1418	Eggerthellaceae (2.758%)
P2306	Ruminococcaceae (0.451%)
P2225	Eubacterium_R (0.028%)
P1520	Erysipelatoclostridium (0.305%)
P1069	Coriobacteriaceae (0.003%)
P2147	Ruminococcaceae (0.337%)
P187	Helicobacter (0.0%)
P2946	Eubacterium_G (0.282%)
P613	Muribaculaceae (0.038%)
P3252	Ruminococcus_B (0.18%)
P2013	Oscillospiraceae (0.731%)
P905	Bifidobacterium longum (0.056%)
P2979	Agathobacter (3.783%)
P2584	CAG-508 (0.016%)
P2599	CAG-508 (0.181%)
P3149	Lachnospiraceae (0.273%)
P2742	Peptostreptococcaceae (0.035%)
P3011	Lachnospiraceae (0.056%)
P2613	Clostridium_P perfringens (0.0%)
P2968	Lachnospiraceae (0.782%)
P23	Escherichia (0.001%)
P282	Verrucomicrobiota (0.003%)
P2274	DTU089 (0.041%)
P1461	Eubacterium_D (0.116%)
P2836	Coprococcus (1.307%)
P656	Parabacteroides distasonis (0.343%)
P778	Marinifilaceae (0.489%)
P1003	Actinobacteria (0.0%)
P1351	Collinsella (0.006%)
P1988	CAG-83 (3.602%)
P2472	CAG-917 (0.006%)
P2357	Subdoligranulum (1.315%)
P2381	Oscillospirales (0.037%)
P2724	Anaerovoracaceae (0.171%)
P2641	Clostridium (0.069%)
P1032	Collinsella (0.017%)
P1013	Collinsella (0.004%)
P695	Bacteroidales (0.002%)
P674	Parabacteroides (0.717%)
P1714	Lactobacillus (0.0%)
P803	Prevotella (0.019%)
P2695	Tissierellales (0.0%)
P427	Bacteroides (0.463%)
P868	Fusobacteriaceae (0.001%)
P3173	Lachnospiraceae (0.363%)
P2559	CAG-269 (0.073%)
P101	Providencia (0.0%)
P2177	DTU089 (0.152%)
P987	Actinomyces_B (0.015%)
P404	Bacteroides (0.476%)
P2446	CAG-727 (0.016%)
P437	Bacteroides fragilis (0.876%)
P1553	RFN20 (1.156%)
P3195	Lachnospiraceae (0.615%)
P2096	CAG-110 (0.415%)
P1569	Bacilli (0.075%)
P2816	Anaerostipes hadrus (0.576%)
P3070	Blautia_A obeum (0.929%)
P883	Fusobacterium animalis (0.0%)
P3095	Blautia_A (0.083%)
P1888	Acidaminococcaceae (0.094%)
P3205	Dorea longicatena (0.869%)
P1723	Pediococcus acidilactici (0.001%)
P2573	TANB77 (0.028%)
P159	Burkholderiaceae (0.489%)
P456	Bacteroides (0.173%)
P3215	Dorea formicigenerans (0.354%)
P2196	DTU089 (1.827%)
P3105	Blautia_A (2.587%)
P636	Barnesiellaceae (0.084%)
P559	Bacteroidaceae (0.121%)
P738	Rikenellaceae (0.459%)
P1958	Dialister (0.02%)
P2341	Faecalibacterium (4.574%)
P759	UBA932 (0.016%)
P390	Bacteroides (0.268%)
P2532	CAG-74 (0.177%)
P1862	Paenibacillaceae (0.0%)
P2071	Oscillospiraceae (0.278%)
P1665	Enterococcus faecalis (0.001%)
P2889	Clostridium_M (0.08%)
P1432	Eggerthellaceae (0.537%)
P2804	Eubacterium_E hallii (0.193%)
P2916	Clostridium_Q symbiosum (0.095%)
P1835	Bacilli (0.0%)
P1120	Collinsella (0.007%)
P1947	Megasphaeraceae (0.009%)
P3023	Lachnospiraceae (0.669%)
P977	Actinobacteria (0.0%)
P63	Klebsiella pneumoniae (0.0%)
P1652	Enterococcaceae (0.002%)
P268	Desulfovibrionaceae (0.308%)
P841	Prevotella (0.014%)
P78	Enterobacteriaceae (0.0%)
P725	Alistipes (11.482%)
P936	Bifidobacterium (0.002%)
P529	Prevotella (0.018%)
P2665	Clostridiaceae (0.003%)
P1100	Collinsella (0.006%)
P365	Bacteroides_B (0.114%)
P1093	Collinsella (0.014%)
P296	Verrucomicrobiae (0.755%)
P376	Bacteroides_A (0.143%)
P947	Bifidobacterium (0.001%)
P2421	Clostridia (0.036%)
P2506	CAG-138 (0.638%)
P480	Bacteroidaceae (0.596%)
P2246	DTU089 (0.015%)
P496	Bacteroides uniformis (1.34%)
P1639	UBA660 (0.011%)
P2797	Lachnospiraceae (0.695%)
P350	Bacteroides_B vulgatus (0.097%)
P32	Escherichia coli (0.002%)
P1793	Streptococcus (0.014%)
P2871	Lachnospira (0.841%)
P2034	Oscillospiraceae (0.135%)
P712	Alistipes onderdonkii (0.254%)
P316	Zag1 (0.039%)
P1283	Collinsella (0.008%)
P1750	Lactobacillus_C (0.0%)
P1599	UBA660 (0.064%)
P2290	Ruminococcaceae (0.641%)
P3272	Ruminococcus_B (0.085%)
P811	Prevotella (0.03%)
P1924	Veillonellaceae (0.011%)
P2226	Eubacterium_R (0.551%)
P2309	Ruminococcaceae (0.461%)
P1534	Erysipelatoclostridiaceae (2.063%)
P2128	Butyricicoccaceae (0.449%)
P2148	Ruminococcaceae (0.338%)
P188	Helicobacter (0.0%)
P2980	Lachnospiraceae (4.564%)
P617	Muribaculaceae (0.044%)
P2948	Eubacterium_G (0.297%)
P906	Bifidobacterium longum (0.062%)
P2748	Peptostreptococcaceae (0.037%)
P2614	Clostridium_P perfringens (0.0%)
P1395	Atopobiaceae (0.012%)
P24	Escherichia (0.002%)
P297	Verrucomicrobiota (0.757%)
P2275	DTU089 (0.044%)
P760	UBA932 (0.018%)
P779	Marinifilaceae (0.496%)
P657	Parabacteroides distasonis (0.37%)
P1353	Collinsella (0.009%)
P1004	Actinobacteria (0.0%)
P1989	CAG-83 (3.626%)
P2642	Clostridium (0.069%)
P2382	Oscillospirales (0.037%)
P1034	Collinsella (0.021%)
P1014	Collinsella (0.004%)
P1913	Negativicutes (0.006%)
P2725	Anaerovoracaceae (0.172%)
P1489	Holdemanella (5.091%)
P993	Actinomycetaceae (0.015%)
P102	Providencia (0.0%)
P2178	DTU089 (0.172%)
P3175	Lachnospiraceae (0.37%)
P405	Bacteroides (0.825%)
P438	Bacteroides fragilis (0.959%)
P2102	Oscillospiraceae (0.443%)
P2451	CAG-727 (0.02%)
P3071	Blautia_A obeum (1.039%)
P3096	Blautia_A (0.092%)
P886	Fusobacterium (0.0%)
P1892	Acidaminococcaceae (0.096%)
P2696	Tissierellales (0.007%)
P3206	Dorea (0.977%)
P1724	Pediococcus acidilactici (0.001%)
P2473	4C28d-15 (0.01%)
P161	Burkholderiaceae (0.49%)
P3196	Lachnospiraceae (0.672%)
P465	Bacteroides (2.113%)
P2197	DTU089 (1.89%)
P2838	Coprococcus (1.34%)
P3106	Blautia_A (2.878%)
P560	Bacteroidaceae (0.123%)
P1959	Dialister (0.027%)
P2249	DTU089 (0.022%)
P2342	Faecalibacterium (4.947%)
P391	Bacteroides (0.35%)
P1864	Paenibacillaceae (0.0%)
P1666	Enterococcus faecalis (0.001%)
P639	Bacteroidales (0.448%)
P2896	Clostridium_M (0.144%)
P2535	Christensenellales (0.185%)
P1437	Eggerthellaceae (0.546%)
P2805	Eubacterium_E hallii (0.209%)
P2077	Oscillospiraceae (0.405%)
P875	Fusobacteriaceae (0.006%)
P2917	Clostridium_Q (0.104%)
P1466	Eubacterium_D (0.197%)
P2817	Anaerostipes hadrus (0.619%)
P2560	CAG-269 (0.081%)
P1121	Collinsella (0.007%)
P3303	CAG-239 (0.72%)
P2424	Clostridia (0.421%)
P3026	Lachnospiraceae (0.678%)
P65	Klebsiella (0.0%)
P1658	Enterococcaceae (0.036%)
P1836	Bacilli (0.0%)
P2035	Oscillospiraceae (0.267%)
P937	Bifidobacterium (0.002%)
P533	Prevotella (0.038%)
P2508	CAG-138 (0.64%)
P1101	Collinsella (0.007%)
P377	Bacteroides_A (0.143%)
P481	Bacteroidaceae (0.596%)
P351	Bacteroides_B vulgatus (0.144%)
P37	Escherichia coli (0.006%)
P1795	Streptococcus (0.018%)
P2872	Lachnospira (0.846%)
P317	Gastranaerophilaceae (0.048%)
P497	Bacteroides uniformis (1.561%)
P713	Alistipes onderdonkii (0.304%)
P1600	UBA660 (0.071%)
P1725	Pediococcus acidilactici (0.001%)
P1751	Lactobacillaceae (0.0%)
P3273	Ruminococcus_B (1.693%)
P1925	Veillonellaceae (0.015%)
P2291	Ruminococcaceae (0.648%)
P2227	Eubacterium_R (0.552%)
P2310	Ruminococcaceae (0.462%)
P818	Prevotella (0.047%)
P2153	Ruminococcaceae (1.597%)
P322	Gastranaerophilaceae (0.056%)
P189	Helicobacter (0.0%)
P618	Muribaculaceae (0.085%)
P907	Bifidobacterium longum (0.068%)
P2950	Lachnospiraceae (0.357%)
P2754	Peptostreptococcaceae (0.044%)
P1396	Atopobiaceae (0.013%)
P2988	Lachnospiraceae (4.718%)
P2615	Clostridium_P perfringens (0.0%)
P38	Escherichia (0.008%)
P302	Bacteria (0.76%)
P2918	Clostridium_Q (0.342%)
P1015	Collinsella (0.005%)
P1895	Acidaminococcaceae (0.098%)
P2276	DTU089 (0.047%)
P2841	Coprococcus (1.368%)
P658	Parabacteroides distasonis (0.521%)
P1354	Collinsella (0.019%)
P1992	Oscillospiraceae (3.753%)
P1467	Eubacterium_D (0.207%)
P2391	Oscillospirales (0.054%)
P2645	Clostridium (0.069%)
P2486	4C28d-15 (0.034%)
P1035	Collinsella (0.021%)
P2728	Anaerovoracaceae (0.18%)
P1490	Erysipelotrichaceae (5.206%)
P104	Enterobacteriaceae (0.0%)
P3097	Blautia_A (1.312%)
P439	Bacteroides fragilis (1.053%)
P2112	Oscillospiraceae (0.978%)
P3176	Lachnospiraceae (0.372%)
P3073	Blautia_A (1.074%)
P2818	Anaerostipes (0.633%)
P887	Fusobacterium (0.0%)
P2704	Tissierellales (0.009%)
P3207	Dorea (1.071%)
P2562	CAG-508 (0.087%)
P170	Burkholderiaceae (0.491%)
P3107	Blautia_A (3.282%)
P2897	Clostridium_M (0.145%)
P2347	Ruminococcaceae (5.086%)
P393	Bacteroides (0.453%)
P1865	Bacilli (0.0%)
P2253	DTU089 (0.028%)
P1438	Eggerthellaceae (0.546%)
P1667	Enterococcus faecalis (0.001%)
P2806	Eubacterium_E (0.903%)
P642	Bacteroidales (0.473%)
P2179	DTU089 (0.454%)
P2082	Oscillospiraceae (0.843%)
P1122	Collinsella (0.007%)
P3302	RF32 (0.721%)
P3031	Lachnospiraceae (0.748%)
P994	Actinobacteria (0.016%)
P79	Enterobacteriaceae (0.0%)
P1837	Bacilli (0.0%)
P1960	Dialister (0.053%)
P948	Bifidobacterium (0.003%)
P534	Bacteroidaceae (0.039%)
P1102	Collinsella (0.007%)
P381	Bacteroides_A (0.17%)
P2509	CAG-138 (0.641%)
P2536	Christensenellales (0.204%)
P482	Bacteroidaceae (0.611%)
P498	Bacteroides uniformis (1.7%)
P354	Bacteroides_B (0.224%)
P1796	Streptococcus (0.019%)
P2876	Lachnospira (0.878%)
P2047	Oscillospiraceae (0.831%)
P726	Alistipes (11.786%)
P1036	Collinsella (0.023%)
P1933	Veillonellaceae (0.022%)
P2297	Ruminococcaceae (0.693%)
P2228	Eubacterium_R (0.552%)
P2154	Ruminococcaceae (1.713%)
P1439	Eggerthellaceae (3.304%)
P820	Prevotella (0.049%)
P191	Helicobacter (0.0%)
P2755	Peptostreptococcaceae (0.044%)
P324	Gastranaerophilaceae (0.063%)
P2953	Lachnospiraceae (0.701%)
P619	Muribaculaceae (0.093%)
P909	Bifidobacterium longum (0.082%)
P2990	Lachnospiraceae (5.177%)
P2616	Clostridium_P perfringens (0.0%)
P3274	Ruminococcus_B (1.7%)
P42	Escherichia (0.009%)
P949	Bifidobacterium (0.005%)
P1016	Collinsella (0.005%)
P1993	Oscillospiraceae (5.71%)
P659	Parabacteroides distasonis (0.556%)
P1902	Acidaminococcaceae (0.101%)
P2844	Lachnospiraceae (1.376%)
P2647	Clostridiaceae (0.108%)
P1468	Eubacterium_D (0.211%)
P1601	UBA660 (0.074%)
P2395	Oscillospirales (0.071%)
P2730	Anaerovoracaceae (0.182%)
P110	Enterobacteriaceae (0.0%)
P440	Bacteroides (1.069%)
P2820	Anaerostipes (0.644%)
P3075	Blautia_A (1.113%)
P889	Fusobacterium (0.0%)
P2487	4C28d-15 (0.054%)
P3216	Dorea (1.424%)
P1735	Lactobacillaceae (0.001%)
P2574	TANB77 (0.115%)
P2198	DTU089 (2.344%)
P1005	Actinobacteria (0.016%)
P172	Betaproteobacteriales (0.491%)
P3108	Blautia_A (3.642%)
P2877	Lachnospiraceae (0.905%)
P2358	Ruminococcaceae (6.401%)
P394	Bacteroides (0.478%)
P1867	Bacilli (0.0%)
P1668	Enterococcus faecalis (0.002%)
P2901	Clostridium_M (0.209%)
P2257	DTU089 (0.049%)
P2807	Lachnospiraceae (0.903%)
P2920	Clostridium_Q (0.402%)
P648	Bacteroidales (0.531%)
P3046	Lachnospiraceae (1.016%)
P1838	Bacilli (0.0%)
P85	Enterobacteriaceae (0.0%)
P1123	Collinsella (0.008%)
P1961	Dialisteraceae (0.056%)
P535	Bacteroidaceae (0.039%)
P1103	Collinsella (0.007%)
P2705	Tissierellales (0.01%)
P2510	CAG-138 (0.643%)
P727	Alistipes (11.814%)
P483	Bacteroidaceae (0.626%)
P502	Bacteroides uniformis (1.999%)
P355	Bacteroides_B (0.23%)
P2048	Oscillospiraceae (1.224%)
P1804	Streptococcus (0.036%)
P3301	Alphaproteobacteria (0.721%)
P1037	Collinsella (0.023%)
P2758	Peptostreptococcaceae (0.068%)
P1936	Veillonellaceae (0.022%)
P2234	Eubacterium_R (0.577%)
P1736	Lactobacillaceae (0.001%)
P1440	Eggerthellaceae (3.309%)
P2311	Ruminococcaceae (1.154%)
P1602	UBA660 (0.074%)
P2014	Oscillospiraceae (6.441%)
P3275	Ruminococcus_B (1.88%)
P620	Muribaculaceae (0.116%)
P2585	TANB77 (0.131%)
P910	Bifidobacterium longum (0.09%)
P327	Gastranaerophilaceae (0.064%)
P192	Helicobacter (0.0%)
P2209	DTU089 (2.434%)
P2617	Clostridium_P perfringens (0.0%)
P2992	Lachnospiraceae (5.467%)
P43	Escherichia (0.009%)
P950	Bifidobacterium (0.005%)
P660	Parabacteroides distasonis (0.605%)
P2362	Ruminococcaceae (6.462%)
P2652	Clostridiaceae (0.108%)
P2847	Lachnospiraceae (1.387%)
P1469	Eubacterium_D (0.271%)
P1017	Collinsella (0.005%)
P821	Prevotella (0.05%)
P2400	Oscillospirales (0.081%)
P1903	Negativicutes (0.11%)
P3080	Blautia_A (1.138%)
P891	Fusobacterium (0.0%)
P2821	Anaerostipes (0.71%)
P3221	Dorea (1.597%)
P174	Betaproteobacteriales (0.491%)
P3109	Blautia_A (3.828%)
P395	Bacteroides (0.514%)
P2902	Clostridium_M (0.228%)
P1671	Enterococcus faecalis (0.002%)
P2258	DTU089 (0.051%)
P3047	Lachnospiraceae (1.021%)
P1805	Streptococcus (0.078%)
P1845	Bacilli (0.0%)
P2493	4C28d-15 (0.058%)
P1962	Dialisteraceae (0.058%)
P536	Bacteroidaceae (0.04%)
P1104	Collinsella (0.007%)
P2514	Christensenellales (0.813%)
P2052	Oscillospiraceae (1.433%)
P728	Alistipes (13.513%)
P649	Bacteroidales (0.531%)
P366	Bacteroides_B (0.343%)
P2879	Lachnospiraceae (1.037%)
P503	Bacteroides uniformis (2.152%)
P3300	Alphaproteobacteria (0.721%)
P2212	DTU089 (2.434%)
P1038	Collinsella (0.024%)
P1948	Veillonellales (0.031%)
P2761	Peptostreptococcaceae (0.07%)
P1752	Lactobacillaceae (0.001%)
P2235	DTU089 (0.789%)
P1443	Eggerthellaceae (3.317%)
P1609	UBA660 (0.092%)
P3276	Lachnospiraceae (1.949%)
P621	Muribaculaceae (2.006%)
P3003	Lachnospiraceae (5.986%)
P911	Bifidobacterium longum (0.1%)
P200	Helicobacter (0.0%)
P329	Gastranaerophilaceae (0.074%)
P2600	TANB77 (0.311%)
P2618	Clostridium_P perfringens (0.0%)
P44	Escherichia (0.01%)
P2016	Oscillospiraceae (6.495%)
P1018	Collinsella (0.006%)
P661	Parabacteroides distasonis (0.643%)
P1474	Erysipelotrichaceae (0.293%)
P2656	Clostridiaceae (0.108%)
P2366	Ruminococcaceae (6.742%)
P822	Bacteroidaceae (0.068%)
P2851	Lachnospiraceae (1.405%)
P1914	Negativicutes (0.116%)
P2319	Ruminococcaceae (1.203%)
P2403	Oscillospirales (0.089%)
P2880	Lachnospiraceae (1.881%)
P3081	Blautia_A (1.14%)
P175	Gammaproteobacteria (0.492%)
P2828	Anaerostipes (0.748%)
P892	Fusobacterium (0.0%)
P3227	Lachnospiraceae (1.669%)
P406	Bacteroides (1.339%)
P2906	Lachnospiraceae (0.315%)
P1965	Dialisteraceae (0.939%)
P1678	Enterococcus faecalis (0.002%)
P2259	DTU089 (0.052%)
P3048	Lachnospiraceae (1.022%)
P1846	Bacilli (0.0%)
P540	Bacteroidaceae (0.09%)
P1105	Collinsella (0.007%)
P367	Bacteroides_B (0.371%)
P730	Alistipes (13.606%)
P2537	Christensenellales (1.017%)
P504	Bacteroides uniformis (2.282%)
P2236	DTU089 (0.791%)
P1445	Coriobacteriales (3.318%)
P2213	Oscillospirales (4.147%)
P1614	UBA660 (0.094%)
P622	Muribaculaceae (2.007%)
P2604	TANB77 (0.316%)
P912	Bifidobacterium longum (0.108%)
P3012	Lachnospiraceae (6.042%)
P331	Gastranaerophilaceae (0.088%)
P2619	Clostridium_P (0.001%)
P203	Helicobacter (0.0%)
P45	Escherichia (0.01%)
P662	Parabacteroides distasonis (0.676%)
P1019	Collinsella (0.006%)
P1679	Enterococcus faecalis (0.002%)
P2666	Clostridiaceae (0.111%)
P825	Bacteroidaceae (0.079%)
P1039	Collinsella (0.025%)
P1475	Erysipelotrichaceae (0.297%)
P2328	Ruminococcaceae (1.806%)
P2367	Ruminococcaceae (6.742%)
P1753	Lactobacillaceae (0.001%)
P3098	Blautia_A (2.452%)
P407	Bacteroides (1.465%)
P894	Fusobacteriaceae (0.0%)
P3229	Lachnospiraceae (1.675%)
P2908	Lachnospiraceae (0.418%)
P2829	Lachnospiraceae (1.652%)
P1967	Veillonellales (0.94%)
P2053	Oscillospiraceae (7.928%)
P3049	Lachnospiraceae (1.023%)
P2538	Clostridia (1.076%)
P1106	Collinsella (0.008%)
P382	Bacteroidaceae (0.541%)
P731	Rikenellaceae (13.609%)
P505	Bacteroides uniformis (2.509%)
P917	Bifidobacterium (0.11%)
P1968	Veillonellales (0.971%)
P1040	Collinsella (0.028%)
P2238	DTU089 (0.81%)
P1769	Lactobacillaceae (0.002%)
P3050	Lachnospiraceae (7.065%)
P2620	Clostridiaceae (0.001%)
P336	Gastranaerophilales (0.114%)
P50	Escherichia (0.01%)
P205	Helicobacter (0.0%)
P663	Parabacteroides distasonis (0.711%)
P1020	Collinsella (0.006%)
P1680	Enterococcus faecalis (0.002%)
P1615	UBA660 (0.1%)
P827	Bacteroidaceae (0.082%)
P1491	Erysipelotrichaceae (5.503%)
P2368	Ruminococcaceae (6.759%)
P895	Fusobacteriaceae (0.006%)
P3110	Blautia_A (6.28%)
P3230	Lachnospiraceae (1.692%)
P2852	Lachnospiraceae (3.057%)
P416	Bacteroides (1.581%)
P2909	Lachnospiraceae (0.421%)
P2542	Clostridia (1.159%)
P2055	Oscillospiraceae (8.036%)
P1107	Collinsella (0.008%)
P739	Rikenellaceae (14.069%)
P506	Bacteroides uniformis (2.642%)
P1041	Collinsella (0.029%)
P1494	Erysipelotrichaceae (5.569%)
P2260	DTU089 (0.862%)
P1780	Lactobacillaceae (0.005%)
P2623	Clostridiaceae (0.01%)
P51	Escherichia (0.01%)
P206	Helicobacter (0.0%)
P1616	UBA660 (0.132%)
P664	Parabacteroides distasonis (0.74%)
P1021	Collinsella (0.007%)
P1681	Enterococcus faecalis (0.002%)
P830	Bacteroidaceae (0.084%)
P1969	Negativicutes (1.087%)
P918	Bifidobacterium (0.112%)
P3111	Blautia_A (6.716%)
P3235	Lachnospiraceae (1.813%)
P428	Bacteroides (2.044%)
P740	Rikenellaceae (14.071%)
P2853	Lachnospiraceae (3.752%)
P2921	Lachnospiraceae (0.824%)
P896	Fusobacteriales (0.006%)
P2083	Oscillospiraceae (8.879%)
P1108	Collinsella (0.009%)
P507	Bacteroides (2.675%)
P2928	Lachnospiraceae (0.847%)
P3114	Lachnospiraceae (6.741%)
P1640	UBA660 (0.143%)
P1109	Collinsella (0.01%)
P675	Parabacteroides (1.457%)
P430	Bacteroides (2.112%)
P1042	Collinsella (0.065%)
P2667	Clostridiaceae (0.122%)
P922	Bifidobacterium (0.113%)
P1022	Collinsella (0.008%)
P1682	Enterococcus faecalis (0.004%)
P2265	DTU089 (0.874%)
P1497	Erysipelotrichaceae (5.592%)
P832	Bacteroidaceae (0.085%)
P3237	Lachnospiraceae (1.819%)
P2113	Oscillospiraceae (9.857%)
P210	Helicobacter (0.0%)
P55	Enterobacteriaceae (0.01%)
P741	Rikenellaceae (14.553%)
P508	Bacteroides (2.842%)
P1110	Collinsella (0.01%)
P212	Helicobacter (0.0%)
P676	Parabacteroides (1.457%)
P441	Bacteroides (3.18%)
P742	Rikenellaceae (14.557%)
P2668	Clostridia (0.122%)
P1043	Collinsella (0.069%)
P1683	Enterococcus faecalis (0.004%)
P2931	Lachnospiraceae (1.0%)
P1023	Collinsella (0.011%)
P2277	DTU089 (0.921%)
P3131	Lachnospiraceae (7.867%)
P833	Bacteroidaceae (0.085%)
P1535	Erysipelotrichales (7.655%)
P2114	Oscillospirales (9.858%)
P928	Bifidobacterium (0.113%)
P3277	Lachnospiraceae (3.768%)
P1642	Bacilli (0.143%)
P86	Enterobacteriaceae (0.01%)
P509	Bacteroides (2.845%)
P1111	Collinsella (0.011%)
P678	Parabacteroides (1.469%)
P446	Bacteroides (3.221%)
P2672	Clostridia (0.145%)
P216	Helicobacter (0.0%)
P1554	Bacilli (8.81%)
P1044	Collinsella (0.07%)
P1684	Enterococcus faecalis (0.004%)
P2278	DTU089 (0.922%)
P2933	Lachnospiraceae (1.002%)
P1024	Collinsella (0.017%)
P842	Bacteroidaceae (0.099%)
P2129	Oscillospirales (10.307%)
P761	Bacteroidales (14.574%)
P3278	Lachnospiraceae (4.439%)
P3150	Lachnospiraceae (8.14%)
P514	Bacteroides (2.868%)
P951	Bifidobacterium (0.118%)
P88	Enterobacteriaceae (0.01%)
P679	Parabacteroides (1.472%)
P780	Bacteroidales (15.07%)
P3159	Lachnospiraceae (8.465%)
P1112	Collinsella (0.011%)
P466	Bacteroides (5.334%)
P956	Bifidobacterium (0.119%)
